State,Market,Variety,Arrivals,Min_Price,Max_price,Modal_price,Date,Grade,Identifier,Market_Key,Market_Identifier
Karnataka,Kolar,Tomato,105,346,900,546,17-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,107,400,933,534,11-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,108,266,1100,633,08-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,109,733,2266,1200,26-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,110,635,2000,1065,23-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,114,400,1200,666,08-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,115,333,865,533,16-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,115,800,2133,1265,08-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,117,333,1000,600,09-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,118,280,566,366,30-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,118,467,1266,666,13-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,120,666,2000,1066,25-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,123,733,2066,1200,10-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,124,633,1866,1066,06-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,126,533,1533,1000,29-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,127,346,1000,613,10-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,128,200,346,280,07-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,132,766,2333,1266,27-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,141,266,533,333,29-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,141,300,733,466,28-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,144,600,1533,933,20-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,148,266,600,400,20-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,148,500,1200,800,14-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,153,633,1900,1133,01-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,154,133,266,200,04-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,155,666,1933,1166,02-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,158,133,266,200,01-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,158,533,1333,866,19-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,166,434,1100,600,12-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,173,666,1933,1166,07-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,174,266,533,333,31-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,174,266,866,600,01-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,176,233,1033,600,09-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,177,800,2200,1266,12-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,178,133,280,200,03-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,185,266,400,333,17-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,187,666,1666,1100,09-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,188,266,533,366,18-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,198,333,1000,646,03-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,198,700,1400,1000,13-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,199,800,2533,1733,24-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,210,266,533,400,27-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,212,233,333,280,16-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,212,270,570,440,21-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,213,253,533,346,19-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,215,766,2133,1233,11-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,216,280,933,633,02-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,217,133,266,200,02-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,224,600,1566,966,17-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,232,266,933,500,07-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,235,1133,3200,2133,21-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,237,735,2335,1235,28-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,242,266,866,533,05-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,244,200,333,266,26-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,258,333,966,600,18-04-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,262,666,1400,933,31-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,269,266,533,366,13-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,269,400,1200,700,17-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,276,265,465,365,10-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,279,213,400,320,15-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,280,266,733,466,11-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,285,433,1333,800,20-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,290,313,1000,633,04-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,291,266,600,400,25-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,296,866,1933,1333,19-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,299,566,1466,900,15-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,302,300,1000,566,06-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,302,320,1000,566,25-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,311,333,1000,600,21-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,311,333,1066,600,22-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,313,866,2666,1866,23-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,314,666,1613,1080,04-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,319,335,1000,565,23-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,323,233,800,480,28-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,323,266,600,400,12-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,329,400,1266,766,19-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,331,400,1334,667,26-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,339,1000,3000,2000,22-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,347,333,1000,600,16-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,349,800,2666,1666,26-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,350,666,1933,1266,28-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,351,233,800,466,27-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,352,600,1533,933,16-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,358,1133,3066,2000,20-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,366,400,1333,700,10-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,367,733,1600,1066,03-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,369,335,1000,600,13-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,374,400,1667,733,27-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,395,300,933,533,24-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,404,266,600,400,14-03-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,414,666,2266,1466,25-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,418,213,800,433,26-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,422,333,1000,633,14-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,424,433,1266,733,18-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,426,420,1733,800,25-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,433,666,1800,1333,18-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,434,666,1333,833,07-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,439,666,2000,1333,27-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,443,333,966,600,15-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,444,666,1500,1000,10-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,444,666,1533,1033,02-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,448,566,1566,1066,30-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,451,433,1333,800,28-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,453,666,1400,866,08-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,456,666,1466,1000,01-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,457,400,1333,700,12-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,483,466,1400,733,11-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,483,600,1600,1066,29-05-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,511,733,1400,866,16-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,528,666,1400,866,11-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,533,666,1666,1200,13-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,536,500,3100,1500,10-07-2014,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,545,666,1466,933,09-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,574,666,1866,1200,21-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,579,733,1533,1000,14-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,595,800,1800,1133,20-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,608,866,2266,1400,22-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,621,833,2233,1400,23-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,631,800,1800,1133,17-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,637,900,1900,1233,19-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,645,666,1333,866,05-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,652,666,1466,933,06-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,683,800,1466,933,15-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,716,866,1866,1200,18-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,733,666,1666,1033,25-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,764,733,1800,1133,26-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,802,666,1733,1033,27-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,808,733,1800,1166,29-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,850,733,2000,1200,24-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,934,666,1666,1066,28-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1025,700,1733,1133,30-06-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1177,466,1666,800,17-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,2267,334,1400,600,12-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,2746,466,2000,1000,14-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,2763,400,1333,600,16-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,3002,300,1333,573,11-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,3004,366,1266,666,06-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,3215,266,1000,600,30-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,3257,300,966,500,04-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,3309,400,2000,933,13-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,3463,466,2333,1200,19-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,3573,433,1333,866,09-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,3679,400,1666,700,15-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,3703,266,866,466,01-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,3735,466,1866,866,23-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,3855,500,2066,1066,21-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,3864,266,1000,466,10-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,3880,333,1066,566,03-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,3892,280,893,466,02-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,3911,433,1666,800,22-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,3921,300,967,565,31-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,4052,330,1200,600,05-02-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,4068,400,1400,866,29-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,4078,466,2266,1133,20-01-2015,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
